distribSd,finalTime,gravityDecay,nwClustCoef,nwComponents,nwInDegree,nwMeanFlow,nwOutDegree,overlapThreshold,totalCost,totalWaste,transportationCost
0.35000000000000003,179.0,90.0,0.10833150183150182,1.0,3.58,0.260153631284915,3.58,0.0,0.0,3.4325000000000045,0.0
0.35000000000000003,188.0,90.0,0.14632234432234434,1.0,3.74,0.25395935828876876,3.74,0.0,0.0,2.5096000000000025,0.0
0.35000000000000003,176.0,90.0,0.05640981240981241,1.0,3.52,0.26225340909090766,3.52,0.0,0.0,3.843400000000004,0.0
0.35000000000000003,177.0,90.0,0.04012376512376512,1.0,3.54,0.2646022598870043,3.54,0.0,0.0,3.165400000000006,0.0
0.35000000000000003,191.0,90.0,0.09161616161616161,1.0,3.82,0.24466387434554857,3.82,0.0,0.0,3.269200000000003,0.0
0.35000000000000003,179.0,90.0,0.08473015873015875,1.0,3.58,0.26237597765363,3.58,0.0,0.0,3.0347000000000026,0.0
0.35000000000000003,169.0,90.0,0.06079365079365079,1.0,3.38,0.2644414201183418,3.38,0.0,0.0,5.309400000000005,0.0
0.35000000000000003,162.0,90.0,0.05576984126984127,1.0,3.24,0.2780129629629616,3.24,0.0,0.0,4.961900000000005,0.0
0.35000000000000003,173.0,90.0,0.03965873015873016,1.0,3.36,0.26974523809523654,3.36,0.0,0.0,4.6828000000000065,0.0
0.35000000000000003,181.0,90.0,0.04683982683982685,1.0,3.6,0.2563038888888876,3.6,0.0,0.0,3.865300000000006,0.0
0.35000000000000003,178.0,90.0,0.06507720057720057,1.0,3.42,0.27488070175438434,3.42,0.0,0.0,2.995400000000006,0.0
0.35000000000000003,173.0,90.0,0.049085137085137086,1.0,3.46,0.27073468208092344,3.46,0.0,0.0,3.162900000000007,0.0
0.35000000000000003,174.0,90.0,0.06907936507936509,1.0,3.44,0.27515872093023097,3.44,0.0,0.0,2.6727000000000056,0.0
0.25,143.0,90.0,0.0,13.0,0.88,0.7580818181818139,0.88,0.5,12.492598526799298,16.644399999999973,4.0
0.35000000000000003,188.0,90.0,0.08820346320346321,1.0,3.68,0.2572978260869551,3.68,0.0,0.0,2.6572000000000013,0.0
0.35000000000000003,192.0,90.0,0.04932683982683983,1.0,3.84,0.2443994791666656,3.84,0.0,0.0,3.075300000000007,0.0
0.35000000000000003,178.0,90.0,0.08198412698412698,1.0,3.54,0.255107344632767,3.54,0.0,0.0,4.846000000000004,0.0
0.35000000000000003,164.0,90.0,0.05488888888888889,1.0,3.24,0.286165432098764,3.24,0.0,0.0,3.6412000000000093,0.0
0.25,142.0,90.0,0.0,19.0,0.74,0.767740540540537,0.74,0.5,11.387008241671936,21.593599999999945,4.0
0.25,148.0,90.0,0.0,16.0,0.76,0.7683578947368384,0.76,0.5,10.510422586378864,20.80239999999993,4.0
0.35000000000000003,173.0,90.0,0.0972063492063492,1.0,3.42,0.26504736842105125,3.42,0.0,0.0,4.6769000000000025,0.0
0.25,149.0,90.0,0.0,13.0,0.88,0.7761068181818143,0.88,0.5,12.303752904387588,15.851299999999965,4.0
0.25,156.0,90.0,0.0,11.0,0.8,0.8028574999999958,0.8,0.5,13.370746572188517,17.885699999999964,4.0
0.25,150.0,90.0,0.0,13.0,0.82,0.7672634146341418,0.82,0.5,10.78983845872399,18.54219999999996,4.0
0.25,151.0,90.0,0.0,12.0,0.84,0.7664333333333289,0.84,0.5,11.470727006853574,17.80979999999995,4.0
0.35000000000000003,177.0,90.0,0.0642077922077922,1.0,3.54,0.2547039548022588,3.54,0.0,0.0,4.917400000000002,0.0
0.25,155.0,90.0,0.0,15.0,0.84,0.7820928571428534,0.84,0.5,12.735851064646962,17.152099999999958,4.0
0.35000000000000003,180.0,90.0,0.0803809523809524,1.0,3.58,0.2614927374301663,3.58,0.0,0.0,3.192800000000002,0.0
0.25,156.0,90.0,0.0,18.0,0.78,0.7623794871794833,0.78,0.5,10.870947052282856,20.267199999999946,4.0
0.35000000000000003,179.0,90.0,0.0561190476190476,1.0,3.58,0.2576994413407808,3.58,0.0,0.0,3.8718000000000052,0.0
0.25,145.0,90.0,0.0,20.0,0.72,0.7354083333333292,0.72,0.5,10.282864291430819,23.52529999999994,4.0
0.35000000000000003,189.0,90.0,0.0856262626262626,1.0,3.78,0.2506153439153426,3.78,0.0,0.0,2.6337000000000037,0.0
0.25,141.0,90.0,0.0,16.0,0.82,0.7632219512195082,0.82,0.5,11.203724342979978,18.70789999999995,4.0
0.25,146.0,90.0,0.0,13.0,0.78,0.7929461538461501,0.78,0.5,11.03225995557861,19.07509999999995,4.0
0.25,142.0,90.0,0.0,15.0,0.74,0.7605108108108068,0.74,0.5,10.871522987990648,21.86109999999992,4.0
0.25,158.0,90.0,0.0,16.0,0.78,0.7939538461538422,0.78,0.5,10.192500398635685,19.035799999999956,4.0
0.25,135.0,90.0,0.0,18.0,0.72,0.7561722222222181,0.72,0.5,10.066021226393227,22.77779999999993,4.0
0.25,149.0,90.0,0.0,10.0,0.86,0.7678883720930195,0.86,0.5,13.270764471789214,16.980799999999956,4.0
0.25,146.0,90.0,0.0,18.0,0.8,0.7588949999999955,0.8,0.5,11.15832141386525,19.64419999999994,4.0
0.25,154.0,90.0,0.0,16.0,0.88,0.7506954545454504,0.88,0.5,12.281243782491163,16.969399999999972,4.0
0.25,148.0,90.0,0.0,16.0,0.82,0.7663463414634103,0.82,0.5,10.95308163205801,18.579799999999953,4.0
0.25,148.0,90.0,0.0,13.0,0.84,0.7587023809523766,0.84,0.5,11.345565895236225,18.13449999999996,4.0
0.25,139.0,90.0,0.0,17.0,0.74,0.738043243243239,0.74,0.5,9.107405831777099,22.69239999999995,4.0
0.25,146.0,90.0,0.0,13.0,0.82,0.7779487804878006,0.82,0.5,12.932433110780972,18.104099999999953,4.0
0.25,152.0,90.0,0.0,13.0,0.86,0.7934465116279029,0.86,0.5,10.83417839916206,15.88179999999996,4.0
0.25,153.0,90.0,0.0,13.0,0.88,0.7771568181818137,0.88,0.5,11.105882430646332,15.805099999999962,4.0
0.25,149.0,90.0,0.0,14.0,0.8,0.7661899999999958,0.8,0.5,10.750603940563536,19.35239999999995,4.0
0.25,153.0,90.0,0.0,13.0,0.9,0.7910777777777731,0.9,0.5,12.082975177529164,14.40149999999996,3.5
0.25,156.0,90.0,0.0,15.0,0.92,0.7764913043478221,0.92,0.5,10.908728131164494,14.28139999999997,3.5
0.25,154.0,90.0,0.0,9.0,0.88,0.7710840909090867,0.88,0.5,12.857836025047733,16.072299999999974,3.5
0.25,139.0,90.0,0.0,15.0,0.8,0.7619299999999962,0.8,0.5,8.804656723497702,19.522799999999968,3.5
0.25,153.0,90.0,0.0,13.0,0.86,0.7379139534883683,0.86,0.5,10.825170223363719,18.26969999999995,3.5
0.25,164.0,90.0,0.0,10.0,0.88,0.7842931818181781,0.88,0.5,11.687262834274565,15.491099999999967,3.5
0.25,144.0,90.0,0.0,13.0,0.84,0.7781619047619007,0.84,0.5,10.86641383070292,17.317199999999957,3.5
0.25,151.0,90.0,0.0,15.0,0.88,0.7660909090909047,0.88,0.5,10.813143554651058,16.291999999999966,3.5
0.25,158.0,90.0,0.0,14.0,0.88,0.7615613636363595,0.88,0.5,10.246501043643674,16.491299999999956,3.5
0.25,162.0,90.0,0.0,13.0,0.78,0.7543076923076881,0.78,0.5,11.048161725204944,20.581999999999958,3.5
0.25,142.0,90.0,0.0,14.0,0.78,0.7839717948717909,0.78,0.5,12.010072017519873,19.42509999999995,3.5
0.25,163.0,90.0,0.0,11.0,0.88,0.7737499999999957,0.88,0.5,11.88293894896215,15.95499999999997,3.5
0.25,150.0,90.0,0.0,13.0,0.88,0.770165909090905,0.88,0.5,10.535423152427432,16.11269999999997,3.5
0.25,142.0,90.0,0.0,13.0,0.8,0.7848299999999957,0.8,0.5,12.103768856272826,18.606799999999932,3.5
0.25,164.0,90.0,0.0,10.0,0.88,0.7753568181818141,0.88,0.5,12.203708779440985,15.884299999999966,3.5
0.25,171.0,90.0,0.0,11.0,0.9,0.7530444444444409,0.9,0.5,9.65825765321891,16.11299999999997,3.5
0.25,158.0,90.0,0.0,17.0,0.86,0.7412744186046476,0.86,0.5,8.89540158783888,18.125199999999946,3.5
0.25,150.0,90.0,0.0,17.0,0.84,0.7487976190476152,0.84,0.5,9.930435366914399,18.550499999999957,3.5
0.25,154.0,90.0,0.0,10.0,0.9,0.7752133333333295,0.9,0.5,12.03409178290703,15.115399999999966,3.5
0.25,149.0,90.0,0.0,11.0,0.86,0.7608697674418563,0.86,0.5,12.280895602352768,17.282599999999956,3.5
0.25,147.0,90.0,0.0,12.0,0.84,0.8043761904761862,0.84,0.5,11.681613376037651,16.216199999999958,3.5
0.25,140.0,90.0,0.0,14.0,0.84,0.7673785714285672,0.84,0.5,11.19199170565391,17.77009999999995,3.0
0.25,142.0,90.0,0.0,15.0,0.82,0.7392902439024346,0.82,0.5,9.899903166588384,19.689099999999936,3.5
0.25,166.0,90.0,0.0,14.0,0.88,0.7485954545454507,0.88,0.5,10.397962584385233,17.061799999999966,3.5
0.25,146.0,90.0,0.0,12.0,0.88,0.7613136363636321,0.88,0.5,11.30802936360939,16.50219999999996,3.0
0.25,154.0,90.0,0.0,14.0,0.86,0.7984116279069725,0.86,0.5,11.783047630582661,15.668299999999956,3.5
0.25,141.0,90.0,0.0,10.0,0.84,0.762240476190472,0.84,0.5,9.496124018686702,17.98589999999995,3.0
0.25,160.0,90.0,0.0,11.0,0.9,0.7766333333333294,0.9,0.5,11.602241103928215,15.051499999999963,3.0
0.25,162.0,90.0,0.0,10.0,0.9,0.7674777777777737,0.9,0.5,11.031921989347639,15.46349999999996,3.0
0.25,159.0,90.0,0.0,10.0,0.88,0.7577818181818146,0.88,0.5,10.166810992329706,16.65759999999996,3.5
0.25,142.0,90.0,0.0,12.0,0.82,0.7571170731707282,0.82,0.5,8.051975175184625,18.958199999999938,3.0
0.25,145.0,90.0,0.0,12.0,0.82,0.7766365853658498,0.82,0.5,10.733198919662618,18.157899999999945,3.0
0.25,154.0,90.0,0.0,12.0,0.9,0.7599622222222185,0.9,0.5,10.280527661212151,15.801699999999986,3.0
0.25,152.0,90.0,0.0,12.0,0.86,0.7508581395348798,0.86,0.5,7.4937958721434175,17.71309999999996,3.0
0.25,145.0,90.0,0.0,9.0,0.88,0.7563863636363596,0.88,0.5,12.456330165425973,16.718999999999966,3.0
0.25,148.0,90.0,0.0,12.0,0.86,0.78179302325581,0.86,0.5,10.072046589530537,16.382899999999974,3.0
0.25,154.0,90.0,0.0,11.0,0.88,0.7749340909090866,0.88,0.5,9.425865907294956,15.90289999999997,3.0
0.25,165.0,90.0,0.0,13.0,0.9,0.7662111111111065,0.9,0.5,10.120332873016856,15.520499999999974,3.0
0.25,156.0,90.0,0.0,7.0,0.9,0.7494422222222186,0.9,0.5,12.530390876850388,16.275099999999977,3.0
0.25,159.0,90.0,0.0,8.0,0.9,0.7808955555555513,0.9,0.5,10.632435866158866,14.859699999999957,3.0
0.25,155.0,90.0,0.0,11.0,0.86,0.7807627906976705,0.86,0.5,9.73063024838073,16.427199999999953,3.0
0.25,162.0,90.0,0.0,12.0,0.84,0.7776023809523765,0.84,0.5,9.7960361212619,17.340699999999966,3.0
0.25,161.0,90.0,0.0,14.0,0.88,0.7827568181818143,0.88,0.5,10.767909684539253,15.558699999999966,3.0
0.25,164.0,90.0,0.0,8.0,0.88,0.7778431818181782,0.88,0.5,10.40659205729859,15.774899999999967,3.0
0.25,140.0,90.0,0.0,12.0,0.86,0.7899418604651122,0.86,0.5,11.220506687772167,16.032499999999963,3.0
0.25,177.0,90.0,0.0,11.0,0.92,0.7836913043478217,0.92,0.5,12.283398456819942,13.950199999999972,3.0
0.25,162.0,90.0,0.0,6.0,0.96,0.7784583333333294,0.96,0.5,14.213344482262315,12.633999999999979,3.0
0.25,159.0,90.0,0.0,13.0,0.84,0.7551238095238052,0.84,0.5,9.265304884187424,18.28479999999996,3.0
0.25,148.0,90.0,0.0,11.0,0.84,0.7802642857142816,0.84,0.5,10.50587805739489,17.228899999999967,2.5
0.25,161.0,90.0,0.0,9.0,0.84,0.7640738095238054,0.84,0.5,11.346207423615079,17.908899999999953,3.0
0.25,163.0,90.0,0.0,13.0,0.86,0.7711581395348795,0.86,0.5,10.957963536742835,16.840199999999975,3.0
0.25,161.0,90.0,0.0,9.0,0.88,0.7864863636363598,0.88,0.5,10.42271460079908,15.394599999999977,2.5
0.25,157.0,90.0,0.0,8.0,0.88,0.7795159090909052,0.88,0.5,10.606637030496298,15.701299999999968,2.5
0.25,154.0,90.0,0.0,7.0,0.94,0.7780872340425489,0.94,0.5,10.208118603881768,13.429899999999979,2.5
0.25,151.0,90.0,0.0,10.0,0.9,0.7813288888888844,0.9,0.5,10.154441807215722,14.84019999999997,2.5
0.25,157.0,90.0,0.0,9.0,0.94,0.7852574468085065,0.94,0.5,10.09873042053057,13.09289999999998,2.5
0.25,149.0,90.0,0.0,16.0,0.9,0.7556822222222177,0.9,0.5,7.832064859664444,15.994299999999951,2.5
0.25,148.0,90.0,0.0,9.0,0.88,0.7689749999999959,0.88,0.5,8.559688876181507,16.16509999999997,2.5
0.25,149.0,90.0,0.0,14.0,0.88,0.7836954545454506,0.88,0.5,8.757748127778623,15.517399999999958,2.5
0.25,146.0,90.0,0.0,11.0,0.84,0.7888619047619004,0.84,0.5,9.524872299227745,16.867799999999956,2.5
0.25,153.0,90.0,0.0,9.0,0.9,0.7778955555555512,0.9,0.5,10.089020499625468,14.994699999999966,2.5
0.25,147.0,90.0,0.0,10.0,0.9,0.7673177777777737,0.9,0.5,10.77158846557627,15.470699999999978,2.5
0.25,165.0,90.0,0.0,8.0,0.92,0.7985717391304304,0.92,0.5,9.063146504493023,13.265699999999978,2.5
0.25,168.0,90.0,0.0,9.0,0.92,0.7850065217391261,0.92,0.5,11.044315060498528,13.889699999999962,2.5
0.25,158.0,90.0,0.0,7.0,0.92,0.7466152173913001,0.92,0.5,10.54243081179622,15.65569999999997,2.5
0.25,158.0,90.0,0.0,10.0,0.94,0.7892617021276556,0.94,0.5,10.616019882123855,12.904699999999977,2.5
0.25,149.0,90.0,0.0,13.0,0.82,0.7772756097560931,0.82,0.5,9.320479249497119,18.131699999999938,2.5
0.25,154.0,90.0,0.0,9.0,0.9,0.775035555555551,0.9,0.5,11.766071378696116,15.123399999999961,2.5
0.25,150.0,90.0,0.0,8.0,0.9,0.7659088888888852,0.9,0.5,9.066339099648841,15.534099999999965,2.5
0.25,152.0,90.0,0.0,7.0,0.94,0.7952276595744638,0.94,0.5,10.224987124427056,12.624299999999977,2.5
0.25,152.0,90.0,0.0,14.0,0.88,0.7873068181818134,0.88,0.5,10.546570012764715,15.358499999999951,2.5
0.25,152.0,90.0,0.0,10.0,0.92,0.7676565217391262,0.92,0.5,9.711821982568427,14.687799999999982,2.5
0.25,152.0,90.0,0.0,12.0,0.82,0.7605146341463375,0.82,0.5,9.690477091607294,18.818899999999932,2.5
0.25,160.0,90.0,0.0,9.0,0.96,0.7558104166666624,0.96,0.5,8.58908078615738,13.72109999999998,2.0
0.25,154.0,90.0,0.0,12.0,0.86,0.7972999999999961,0.86,0.5,8.207067996432121,15.716099999999972,2.0
0.25,154.0,90.0,0.0,7.0,0.92,0.7680173913043437,0.92,0.5,10.000097916714772,14.671199999999965,2.0
0.25,155.0,90.0,0.0,8.0,0.94,0.749108510638294,0.94,0.5,9.942560900256353,14.791899999999972,2.5
0.25,155.0,90.0,0.0,12.0,0.9,0.7872266666666623,0.9,0.5,9.517614363157605,14.574799999999982,2.0
0.25,151.0,90.0,0.0,8.0,0.92,0.8136847826086914,0.92,0.5,9.358300642271884,12.570499999999972,2.0
0.25,155.0,90.0,0.0,8.0,0.9,0.7974088888888846,0.9,0.5,8.75480856341647,14.116599999999984,2.0
0.25,158.0,90.0,0.0,9.0,0.94,0.7734680851063788,0.94,0.5,9.95155169599977,13.64699999999997,2.0
0.25,150.0,90.0,0.0,12.0,0.84,0.7829452380952345,0.84,0.5,7.95982183751673,17.116299999999974,2.0
0.25,149.0,90.0,0.0,9.0,0.92,0.814269565217387,0.92,0.5,10.507977089524905,12.543599999999989,2.0
0.25,163.0,90.0,0.0,15.0,0.94,0.7991425531914859,0.94,0.5,10.12785406736001,12.440299999999981,2.0
0.25,149.0,90.0,0.0,8.0,0.9,0.7864777777777735,0.9,0.5,8.553117545165083,14.608499999999971,2.0
0.25,169.0,90.0,0.0,7.0,0.92,0.7821608695652134,0.92,0.5,9.638814084674214,14.020599999999973,2.5
0.25,149.0,90.0,0.0,10.0,0.92,0.7879065217391263,0.92,0.5,8.401124476120833,13.75629999999998,2.0
0.25,154.0,90.0,0.0,9.0,0.92,0.7949086956521695,0.92,0.5,9.777173986038175,13.434199999999969,2.0
0.25,158.0,90.0,0.0,12.0,0.92,0.7869108695652136,0.92,0.5,8.981659950360934,13.802099999999978,2.0
0.25,158.0,90.0,0.0,11.0,0.94,0.7870085106382934,0.94,0.5,9.76669972484282,13.010599999999984,2.0
0.25,156.0,90.0,0.0,12.0,0.88,0.7814545454545416,0.88,0.5,9.057246828666424,15.615999999999962,2.0
0.25,152.0,90.0,0.0,11.0,0.9,0.7567911111111066,0.9,0.5,7.5378247098979525,15.944399999999973,2.0
0.25,164.0,90.0,0.0,8.0,0.94,0.7976638297872298,0.94,0.5,10.24663238488537,12.509799999999988,2.0
0.25,161.0,90.0,0.0,10.0,0.92,0.7655130434782567,0.92,0.5,7.986535448373797,14.786399999999983,2.0
0.25,161.0,90.0,0.0,9.0,0.94,0.7892170212765914,0.94,0.5,8.525034820680771,12.90679999999998,2.0
0.25,169.0,90.0,0.0,12.0,0.94,0.7668382978723363,0.94,0.5,7.896737311742449,13.958599999999983,2.0
0.25,169.0,90.0,0.0,10.0,0.92,0.7743826086956483,0.92,0.5,8.878560781206112,14.378399999999974,2.0
0.25,151.0,90.0,0.0,9.0,0.9,0.7816888888888849,0.9,0.5,8.222007269878661,14.82399999999997,2.0
0.25,149.0,90.0,0.0,10.0,0.9,0.7869933333333293,0.9,0.5,8.178779684094332,14.58529999999996,2.0
0.25,155.0,90.0,0.0,8.0,0.9,0.7860888888888852,0.9,0.5,7.187138441676486,14.625999999999959,1.5
0.25,150.0,90.0,0.0,10.0,0.88,0.8104181818181779,0.88,0.5,7.940222791855356,14.341599999999977,1.5
0.25,160.0,90.0,0.0,9.0,0.96,0.7710208333333295,0.96,0.5,9.756008875163488,12.99099999999997,2.0
0.25,151.0,90.0,0.0,8.0,0.88,0.8016409090909048,0.88,0.5,7.258120814361672,14.727799999999952,1.5
0.25,160.0,90.0,0.0,4.0,0.98,0.7947714285714245,0.98,0.5,7.279810273230999,11.056199999999981,1.5
0.25,174.0,90.0,0.0,6.0,0.92,0.8024717391304309,0.92,0.5,8.552789298121626,13.086299999999978,1.5
0.25,151.0,90.0,0.0,8.0,0.96,0.7881645833333296,0.96,0.5,6.324073164992677,12.168099999999983,1.5
0.25,152.0,90.0,0.0,7.0,0.98,0.777632653061221,0.98,0.5,7.3841884672051155,11.895999999999994,1.5
0.25,167.0,90.0,0.0,4.0,0.96,0.7992687499999959,0.96,0.5,8.592706314959683,11.63509999999999,1.5
0.25,167.0,90.0,0.0,4.0,0.98,0.7980979591836694,0.98,0.5,8.19824300088771,10.893199999999986,1.5
0.25,157.0,90.0,0.0,8.0,0.94,0.7904680851063788,0.94,0.5,8.251668830247029,12.847999999999969,1.5
0.25,166.0,90.0,0.0,5.0,0.96,0.7872145833333292,0.96,0.5,8.57786902930479,12.21369999999999,1.5
0.25,151.0,90.0,0.0,5.0,0.94,0.8089510638297832,0.94,0.5,7.879010440613588,11.979299999999974,1.5
0.25,155.0,90.0,0.0,6.0,0.96,0.7834874999999961,0.96,0.5,7.9080849680843945,12.392599999999995,1.5
0.25,155.0,90.0,0.0,8.0,0.94,0.800823404255315,0.94,0.5,7.21603449907138,12.361299999999973,1.5
0.25,158.0,90.0,0.0,7.0,0.98,0.796716326530608,0.98,0.5,7.115182172877209,10.960899999999988,1.5
0.25,145.0,90.0,0.0,9.0,0.88,0.793543181818178,0.88,0.5,8.422239980178109,15.084099999999953,1.5
0.25,161.0,90.0,0.0,3.0,0.94,0.8007212765957409,0.94,0.5,7.822938329284779,12.36609999999998,1.5
0.25,155.0,90.0,0.0,6.0,0.94,0.7982680851063789,0.94,0.5,7.4852360568924645,12.481399999999987,1.5
0.25,156.0,90.0,0.0,7.0,0.94,0.7467191489361661,0.94,0.5,6.06546555023696,14.904199999999983,1.5
0.25,151.0,90.0,0.0,8.0,0.94,0.7833914893616979,0.94,0.5,7.565433011599084,13.180599999999984,1.5
0.25,156.0,90.0,0.0,7.0,0.92,0.7846543478260825,0.92,0.5,7.841254101734409,13.905899999999965,1.5
0.25,166.0,90.0,0.0,6.0,0.96,0.8016083333333296,0.96,0.5,8.848413543532779,11.522799999999986,1.5
0.25,153.0,90.0,0.0,5.0,0.94,0.7964148936170174,0.94,0.5,8.41721968901415,12.568499999999977,1.5
0.25,159.0,90.0,0.0,11.0,0.88,0.786974999999996,0.88,0.5,7.8980388595641235,15.373099999999962,1.5
0.25,149.0,90.0,0.0,9.0,0.92,0.7972043478260831,0.92,0.5,5.194418846155108,13.328599999999962,1.0
0.25,168.0,90.0,0.0,8.0,0.96,0.8202687499999959,0.96,0.5,8.518961501263924,10.627099999999992,1.5
0.25,152.0,90.0,0.0,11.0,0.96,0.7820187499999958,0.96,0.5,5.029687250467443,12.463099999999983,1.0
0.25,155.0,90.0,0.0,3.0,0.96,0.8192749999999954,0.96,0.5,6.586974769121641,10.674799999999982,1.0
0.25,162.0,90.0,0.0,8.0,0.94,0.7854106382978682,0.94,0.5,6.057964357509588,13.085699999999973,1.0
0.25,154.0,90.0,0.0,7.0,0.94,0.8090999999999963,0.94,0.5,5.556050683893369,11.972299999999986,1.0
0.25,155.0,90.0,0.0,7.0,0.96,0.8075083333333294,0.96,0.5,6.165348106244287,11.23959999999999,1.0
0.25,157.0,90.0,0.0,5.0,0.92,0.7969891304347784,0.92,0.5,6.1346975452198516,13.33849999999999,1.0
0.25,156.0,90.0,0.0,4.0,0.98,0.8026204081632613,0.98,0.5,7.002655763440765,10.671599999999989,1.0
0.25,165.0,90.0,0.0,8.0,0.96,0.8096937499999962,0.96,0.5,5.549314889809888,11.134699999999983,1.0
0.25,163.0,90.0,0.0,3.0,0.98,0.8057795918367308,0.98,0.5,6.738577140402612,10.516799999999995,1.0
0.25,172.0,90.0,0.0,9.0,0.98,0.8082224489795876,0.98,0.5,5.616281226999643,10.39709999999998,1.0
0.25,183.0,90.0,0.0,6.0,0.96,0.8230124999999958,0.96,0.5,7.2851272931296585,10.49539999999999,1.0
0.25,158.0,90.0,0.0,8.0,0.94,0.8023042553191451,0.94,0.5,5.141807549827199,12.29169999999999,1.0
0.25,146.0,90.0,0.0,8.0,0.9,0.8134333333333295,0.9,0.5,5.9799676235872115,13.395499999999966,1.0
0.25,164.0,90.0,0.0,7.0,0.96,0.7893520833333296,0.96,0.5,6.166532027070374,12.111099999999986,1.0
0.25,152.0,90.0,0.0,5.0,0.96,0.7933062499999962,0.96,0.5,6.080874077591864,11.921299999999983,1.0
0.25,161.0,90.0,0.0,9.0,0.98,0.7989755102040775,0.98,0.5,5.6455228099288775,10.85019999999999,1.0
0.25,166.0,90.0,0.0,7.0,0.98,0.8175163265306075,0.98,0.5,5.163145704232677,9.941699999999985,1.0
0.25,151.0,90.0,0.0,9.0,0.9,0.7969599999999954,0.9,0.5,6.141669209658673,14.136799999999964,1.0
0.25,170.0,90.0,0.0,9.0,0.96,0.8151874999999954,0.96,0.5,5.48932970276265,10.870999999999986,1.0
0.25,169.0,90.0,0.0,9.0,0.96,0.8161187499999958,0.96,0.5,5.185128530392124,10.826299999999978,1.0
0.25,161.0,90.0,0.0,5.0,0.96,0.824039583333329,0.96,0.5,3.7057072456270186,10.44609999999998,0.5
0.25,150.0,90.0,0.0,5.0,0.96,0.7919354166666627,0.96,0.5,3.4287864764047833,11.987099999999975,0.5
0.25,152.0,90.0,0.0,8.0,0.92,0.7805695652173867,0.92,0.5,5.722141266871238,14.093799999999975,1.0
0.25,150.0,90.0,0.0,8.0,0.88,0.8081636363636318,0.88,0.5,3.722579670282274,14.440799999999955,0.5
0.25,158.0,90.0,0.0,3.0,0.96,0.7886416666666625,0.96,0.5,6.029846522818233,12.145199999999985,1.0
0.25,164.0,90.0,0.0,9.0,0.94,0.8100404255319108,0.94,0.5,5.71893110510097,11.928099999999976,1.0
0.25,156.0,90.0,0.0,8.0,0.96,0.8367541666666626,0.96,0.5,4.011160571160686,9.835799999999985,0.5
0.25,171.0,90.0,0.0,5.0,0.98,0.8168224489795879,0.98,0.5,7.03313565377989,9.975699999999994,1.0
0.25,175.0,90.0,0.0,5.0,0.98,0.8386020408163223,0.98,0.5,4.115812715644814,8.90849999999999,0.5
0.25,155.0,90.0,0.0,4.0,0.96,0.8146812499999961,0.96,0.5,3.572122046497322,10.895299999999986,0.5
0.25,147.0,90.0,0.0,6.0,0.96,0.8043312499999961,0.96,0.5,3.650048455152869,11.3921,0.5
0.25,150.0,90.0,0.0,8.0,0.94,0.7970914893616982,0.94,0.5,3.2557793445221854,12.536699999999977,0.5
0.25,145.0,90.0,0.0,11.0,0.88,0.8263568181818144,0.88,0.5,3.465691538624977,13.640299999999984,0.5
0.25,153.0,90.0,0.0,7.0,0.96,0.8179104166666628,0.96,0.5,3.8942543701766033,10.740299999999985,0.5
0.25,150.0,90.0,0.0,6.0,0.92,0.8050217391304306,0.92,0.5,3.615209741935084,12.968999999999987,0.5
0.25,151.0,90.0,0.0,9.0,0.92,0.8190565217391261,0.92,0.5,3.74713669310771,12.323399999999982,0.5
0.25,169.0,90.0,0.0,5.0,0.98,0.8169959183673425,0.98,0.5,3.225611255289274,9.96719999999999,0.5
0.25,160.0,90.0,0.0,5.0,0.96,0.8002416666666625,0.96,0.5,3.517805646678923,11.58839999999998,0.5
0.25,190.0,90.0,0.0,4.0,1.0,0.8208879999999956,1.0,0.5,4.583011111153385,8.955599999999993,0.5
0.25,164.0,90.0,0.0,5.0,0.98,0.8007285714285668,0.98,0.5,3.283678682175376,10.764299999999995,0.5
0.25,148.0,90.0,0.0,8.0,0.88,0.8221590909090867,0.88,0.5,3.208827970354129,13.824999999999983,0.5
0.25,161.0,90.0,0.0,3.0,0.98,0.8187489795918329,0.98,0.5,3.45480500099654,9.881299999999994,0.5
0.25,141.0,90.0,0.0,7.0,0.88,0.801449999999996,0.88,0.5,2.8355522156672097,14.736199999999979,0.5
0.25,166.0,90.0,0.0,8.0,0.96,0.8311312499999959,0.96,0.5,3.6874175606468427,10.105699999999985,0.5
0.25,146.0,90.0,0.0,8.0,0.9,0.8024733333333294,0.9,0.5,3.2804730781277978,13.888699999999975,0.5
0.25,166.0,90.0,0.0,7.0,0.92,0.8161021739130393,0.92,0.5,3.452790072184827,12.459299999999976,0.5
0.25,155.0,90.0,0.0,3.0,1.0,0.8185199999999963,1.0,0.5,3.98973913835703,9.073999999999991,0.5
0.25,150.0,90.0,0.0,3.0,0.98,0.8133714285714243,0.98,0.5,3.4936059995776234,10.144799999999996,0.5
0.25,153.0,90.0,0.0,4.0,0.94,0.7979893617021235,0.94,0.5,3.3606139302327502,12.494499999999988,0.5
0.25,157.0,90.0,0.0,8.0,0.96,0.8519874999999958,0.96,0.5,0.0,9.104599999999985,0.0
0.25,159.0,90.0,0.0,4.0,0.94,0.8383723404255277,0.94,0.5,0.0,10.596499999999976,0.0
0.25,171.0,90.0,0.0,4.0,0.98,0.8398857142857098,0.98,0.5,0.0,8.845599999999997,0.0
0.25,165.0,90.0,0.0,4.0,0.96,0.8337729166666628,0.96,0.5,0.0,9.978899999999998,0.0
